Description,FunctionalApprover,Identifier,Name,TechnicalAdmin
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Proprietaires,MyPlace_VRN-Propriétaires,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Visiteurs,MyPlace_VRN-Visiteurs,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-Viaren-Externes,MyPlace_Viaren-Externes,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-Viaren-Internes,MyPlace_Viaren-Internes,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_PACIFICA_Contributeurs,MyPlace_RH_PACIFICA_Contributeurs,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_PACIFICA_consultation-Internes,MyPlace_RH_PACIFICA_consultation-Internes,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_SIRCA_Contributeurs,MyPlace_RH_SIRCA_Contributeurs,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_SIRCA_consultation-Internes,MyPlace_RH_SIRCA_consultation-Internes,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_VIAREN_Contributeurs,MyPlace_RH_VIAREN_Contributeurs,
,,GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_VIAREN_consultation-Internes,MyPlace_RH_VIAREN_consultation-Internes,
,,GS_PACIFICA_PEOPLEASSIST,PeopleAssist utilisateur,
,,GS_PACIFICA_WINCHAPPS,WINCHAPPS-PACIFICA-Production-Utilisateur,
Accès au répertoire DSIN pour PowerBI dans le NAS  de production,,GS_POWERBI-NAS-TDB_PCK DSIN_LECT,Accès au répertoire DSIN dans le NAS  de production,
,,GS_POWERBI_PROD_PORTAIL_TRISKELL_CONSULTATION,PowerBi Triskell Consultation,
Publication du rapport PIANO ANALYTICS (PWBI) en production,,GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_DEV,Développement du rapport Piano Analytics,
Publication du rapport PIANO ANALYTICS (PWBI) en production,,GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_PUBLISHER,Publication du rapport Piano Analytics,
Consultation PWBI pour les internes sur le portail PIANO ANALYTICS,,GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_READER,Consultation au rapport Piano Analytics (PWBI) en production,
Consultation PWBI pour les internes sur le portail PPM,,GS_POWERBI_PROD_TDB_PPM_READER,Consultation du portail PPM,
Consultation PWBI pour les internes sur le rapport REPORTING DIRECTEUR,,GS_POWERBI_PROD_TDB_REPORTING_DIRECTEUR_READER,Consultation au rapport Reporting Directeur (PWBI) en production,
,,GS_POWERBI_TDB_DIGITAL,Consultation - Tableau de bord Digital,
https://powerbi.cagip.group.gca/Reports/browse/CAA/Corporate/Equipement Client,,GS_POWERBI_TDB_EQPT_CLIENT,Consultation - Tableau de bord Equipement Client,
Accès é la consultation du rapport DSIN,,GS_POWERBI_TDB_PCK_DSIN_DEV,Accès au développement du rapport DSIN,
Accès é la publication du rapport DSIN,,GS_POWERBI_TDB_PCK_DSIN_PUBLISHER,Accès é la publication du rapport DSIN,
Accès é la consultation du rapport DSIN,,GS_POWERBI_TDB_PCK_DSIN_READER,Accès é la consultation du rapport DSIN,
,,G_CustomerRoom-HorsProduction-Organisateur,CustomerRoom-HorsProduction-Organisateur,
,,G_CustomerRoom-HorsProduction-Utilisateur,CustomerRoom-HorsProduction-Utilisateur,
,,G_CustomerRoom-Production-Organisateur,CustomerRoom-Production-Organisateur,
,,G_DEC_AWA_DEV_ADMIN,Administrateur Automic Dev,
,,G_DEC_AWA_DEV_DEVEL,Développeur Automic Dev,
,,G_DEC_AWA_DEV_SUPER_ADMIN,Super Administrateur Automic Dev,
,,G_DEC_AWA_PRD_ADMIN,Administrateur Automic Prod,
,,G_DEC_AWA_PRD_DEVEL,Développeur Automic Prod,
,,G_DEC_AWA_PRD_SUPER_ADMIN,Super Administrateur Automic Prod,
,,G_DEC_AWA_RE7_ADMIN,Administrateur Automic Re7,
,,G_DEC_AWA_RE7_DEVEL,Développeur Automic Re7,
,,G_DEC_AWA_RE7_SUPER_ADMIN,Super Administrateur Automic Re7,
,,G_DEC_GITLAB_ADMIN,Administrateur Gitlab Décisionnel,
,,G_DEC_GITLAB_DEVEL,Développeur Gitlab Décisionnel,
,,G_DEC_INDEXIMA_HP,Data Indexima Hors Prod,
,,G_DEC_INDEXIMA_PRD_ADMIN,Administrateur Data Indexima Prod,
,,G_DEC_INDEXIMA_PRD_DEVEL,Développeur Data Indexima Prod,
PCK-RDT-AU,,G_DEC_INFOC_ALERT_MET,Usage DMAP - Alerte Météo,
PCK-RDT-BM,,G_DEC_INFOC_CALC_CAPIT_SOLV_REQ,Usage DSA - Calcul du capital solvabilité requis (SCR Pilier 1),
PCK-RDT-BQ,,G_DEC_INFOC_CAL_OUT_PROJ_BUD_AMOD,Usage DSA - Calage de l'outil de projections budgétaires (AMOD),
PCK-RDT-G,,G_DEC_INFOC_CIB_COMM_10,Usage Transformation -  Ciblage commercial 10 ans,
PCK-RDT-G,,G_DEC_INFOC_CIB_COMM_5,Usage Transformation - Ciblage commercial 5 ans,
PCK-RDT-BJ,,G_DEC_INFOC_COUVERT_INFLAT,Usage DSA - Couverture inflation,
PCK-RDT-E,,G_DEC_INFOC_Concep_prod_actua_dpart,Usage DPART - Conception des produits d'assurance actuariat DPART,
PCK-RDT-E,,G_DEC_INFOC_Concep_prod_assur_dep,Usage DEP - Conception des produits d'assurance DEP,
PCK-RDT-E,,G_DEC_INFOC_Concep_prod_offres_dpart,Usage DPART - Conception des produits d'assurance offres DPART,
PCK-RDT-AI,,G_DEC_INFOC_DECL_ADM_FISC,Usage DFI - Déclaration é l'administration fiscale,
PCK-RDT-AV,,G_DEC_INFOC_DIAG_PERFORM,Usage DFI - Diagnostic de performance et la montée en compétence des collaborateurs des réseaux distrib.,
PCK-RDT-BY,,G_DEC_INFOC_DONNEES_ENVIR_RECETTES,Usage Transformation - Mise é disposition des données pseudononymisées dans les environnement des recettes,
PCK-RDT-AZ,,G_DEC_INFOC_ENQUET_SATISF_SUIT_SIN,Usage DSIN - Enquéte de satisfaction client suite é un sinistre,
PCK-RDT-BN,,G_DEC_INFOC_ESTIM_USP_SOLVAB,Usage DSA - Estimer les paramétres propres é l'entreprises (USP) pour le calcul réglem. Solvabilité II,
PCK-RDT-CA,,G_DEC_INFOC_ETUD_PROJ_MOA_30,Usage PEPC - Etudes et projets MOA - Evolution et accompagnement Process 30 ans,
PCK-RDT-CA,,G_DEC_INFOC_ETUD_PROJ_MOA_5,Usage PEPC - Etudes et projets MOA - Evolution et accompagnement Process 5 ans,
PCK-RDT-C,,G_DEC_INFOC_GEST_SIN_CORP,Usage DSIN - Gestion des sinistres - Sinistre corporel,
PCK-RDT-C,,G_DEC_INFOC_GEST_SIN_MAT,Usage DSIN - Gestion des sinistres - Sinistre matériel,
PCK-RDT-C,,G_DEC_INFOC_GEST_TOUT_SIN,Usage DSIN - Gestion des sinistres - Tout type de sinistre,
PCK-RDT-BJ,,G_DEC_INFOC_MODEL_RENT,Usage DSA - Modéle rentes,
PCK-RDT-BO,,G_DEC_INFOC_MODEL_RISQ_BRUT,Usage DSA - Modélisation des risques bruts,
PCK-RDT-BS,,G_DEC_INFOC_PIL_PTF_ENTPR,Usage DEP - Pilotage Portefeuille Entreprise,
PCK-RDT-BS,,G_DEC_INFOC_PIL_PTF_PRO,Usage DEP - Pilotage portefeuille PRO,
PCK-RDT-BE,,G_DEC_INFOC_PROD_DONN_ARRET_COMPT,Usage DFI - Production des données  arrété des comptes,
PCK-RDT-BR,,G_DEC_INFOC_PROD_TDB_MENS_DSA,Usage DSA - Production des tableaux de bords mensuels de la DSA,
PCK-RDT-BB,,G_DEC_INFOC_PROV_RENT_SIN,Usage DFI - Provisionnement des rentes dans le cadre des sinistres,
PCK-RDT-AQ,,G_DEC_INFOC_QUAL_SURV_PTF,Usage DMAP - Qualté du portefeuille : Pass surveillance et  portefeuille +,
PCK-RDT-BS,,G_DEC_INFOC_REQ_PROC_JUDIC,Usage PEPC - Requétes effectuées dans le cadre des procédures judiciaires,
PCK-RDT-BL,,G_DEC_INFOC_REV_CALC_PROV_TECH,Usage DSA - Revue des calculs sur les provisions techniques,
PCK-RDT-BP,,G_DEC_INFOC_REV_MOD_TARIF,Usage DSA - Revue des modéles de tarification,
PCK-RDT-CG,,G_DEC_INFOC_Repon_sollic_reglem,Usage DSA - Réponse é des sollicitations réglementaires,
PCK-RDT-BD,,G_DEC_INFOC_STAT_RENTES,Usage DFI - Statistiques rentes,
PCK-RDT-AY,,G_DEC_INFOC_SUIVI_COLLAB_AGENC,Usage DMAP - OSMS é Suivi des anomalies collaborateurs en agence,
PCK-RDT-AK,,G_DEC_INFOC_SUIV_ACT_COMMER,Usage DCDEV - Suivi de l'activité comemerciale des collaborateurs des Réseaux de distribution,
PCK-RDT-CC,,G_DEC_INFOC_SUIV_PTF_CLI_DCDEV,Usage DCDEV - Suivi des portefeuilles clients é destination des Caisses régionales,
PCK-RDT-CC,,G_DEC_INFOC_SUIV_PTF_CLI_DEP,Usage DEP - Suivi des portefeuilles clients - surveillance du portefeuille,
PCK-RDT-CC,,G_DEC_INFOC_SUIV_PTF_CLI_DPART,Usage DPART - Suivi des portefeuilles clients,
PCK-RDT-BA,,G_DEC_INFOC_TRANS_SUBV_MIN_AGRI,Usage DMAP - Transmission des besoins de subventions au Ministére de l'Agriculture,
PCK-RDT-BG,,G_DEC_INFOC_Tdb_dest_franc_assur,Usage DPART - Elaboration des TDB agrégés é destination de France assureurs,
PCK-RDT-BH,,G_DEC_INFOC_analy_rentabil_distrib,Usage DPART - Analyse et rentabilité des distributeurs,
PCK-RDT-CE,,G_DEC_INFOC_pilotage_activ_gest_sin,Usage DSIN - Pilotage de l'activité de gestion des sinistres,
PCK-RDT-BI,,G_DEC_INFOC_placem_prog_reass_pck,Usage DPART - Assurer le placement du progamme de réassurance de Pacifica,
PCK-RDT-CE,,G_DEC_INFOC_prepara_realise_audit,Usage Transformation - Préparation et réalisation d'audit CAA,
PCK-RDT-BX,,G_DEC_INFOC_reassurance,Usage DPART - Réassurance (Pacifica en tant que Réassureur ou co-réassureur),
,,G_DEC_PYTHON_HP,Data Python Hors Prod,
,,G_DEC_PYTHON_PRD_ADMIN,Administrateur Data Python Prod,
,,G_DEC_PYTHON_PRD_DEVEL,Développeur Data Python Prod,
,,G_DEC_QLIK_NPRINTING_HP_ADMIN,Administrateur Qlik NPrinting Hors Prod,
,,G_DEC_QLIK_NPRINTING_HP_DEVEL,Développeur Qlik NPrinting Hors Prod,
,,G_DEC_QLIK_NPRINTING_HP_METIER,Métier Qlik NPrinting Hors Prod,
,,G_DEC_QLIK_NPRINTING_PRD_ADMIN,Administrateur Qlik NPrinting Prod,
,,G_DEC_QLIK_NPRINTING_PRD_DEVEL,Développeur Qlik NPrinting Prod,
,,G_DEC_QLIK_SENSE_HP_ADMIN,Administrateur Qlik Sense Hors Prod,
,,G_DEC_QLIK_SENSE_HP_DEVEL,Développeur Qlik Sense Hors Prod,
,,G_DEC_QLIK_SENSE_PRD_ADMIN,Administrateur Qlik Sense Prod,
,,G_DEC_QLIK_SENSE_PRD_DEVEL,Développeur Qlik Sense Prod,
,,G_DEC_QV_HP_ADMIN,Administrateur QlikView Dev/Re7,
,,G_DEC_QV_HP_DEVEL,Développeur QlikView Dev/Re7,
,,G_DEC_QV_PRD_ADMIN,Administrateur QlikView Prod,
,,G_DEC_QV_PRD_DEVEL,Développeur QlikView Prod,
,,G_DEC_SAS_DEV_ADMIN,Administrateur SAS Dev,
,,G_DEC_SAS_DEV_DEVEL,Développeur SAS Dev,
,,G_DEC_SAS_PRD_DSD,Développeur SAS Prod,
,,G_DEC_SAS_RE7_ADMIN,Administrateur SAS Re7,
,,G_DEC_SAS_RE7_DEVEL,Développeur SAS Re7,
Possibilité pour les métiers de:,,G_DSIBAT,Gestion des batchs SAS métiers,
,,G_Dec_SAS,G_Dec_SAS,
Accès aux données NBO,,G_INF_CLINBO,Next Best Offer (NBODTM),
Accès aux datamarts OSACCA,,G_INF_CLIOSA,Datamarts OSACCA (OSADTM),
Accès aux données historiques Administration par Marché,,G_INF_COMADM_HISTO,Infocentre Historique Administration par Marché (ADMHISTO),
Accès Datamart Digital,,G_INF_COMDGT,Datamart Digital (DGT<mmaa>),
Accès aux données Happy Life,,G_INF_COMHAP,Happy Life (HAPDTM),
Accès é H:\Projets\COMPTR\data<AAAA>\adm<MMAA>,,G_INF_COMPTR,Infocentre Projet Transverse (COM<mmaa>),
Accès Référentiel DCDEV,,G_INF_COMRFC,Référentiel DCDEV (RefDCDEV),
Accès aux Données Alerte Météo,,G_INF_DAPAME,Données Alerte Météo (DAPAME),
Accès aux données Infocentre Box Reflex Conduite,,G_INF_DAPBOX,Données Box Reflex Conduite (BOXDTM),
Accès aux données Suivi des actions DMAP,,G_INF_DAPCON,Données Suivi des actions DMAP (UGATASK),
Accès aux données sur les DHD (Dossiers Hors Délégation),,G_INF_DAPDHD,Données Hermes (DAPDHD),
Accès aux données Infocentre Portefeuille +,,G_INF_DAPOCR,Données Portefeuille + (OCRDTM),
Accès aux données Suivi des emails DMAP,,G_INF_DAPOME,Données Suivi des emails DMAP (UGAMAIL),
Accès Prévention Active Suite é Sinistre,,G_INF_DAPPAS,Prévention Active Suite Sinistre (PASDTM),
Accès aux Données Entreprise Flotte,,G_INF_DAPPFL,Données Entreprise Flotte (PFLDTM),
Accès Surveillance du portefeuille,,G_INF_DAPSRV,Surveillance portefeuille (SRVDTM),
Accès é H:\Infocentre\DAPUGA\01_Datawares,,G_INF_DAPUGA,Infocentre UGA Stats (UGADWH),
Accès é K:\Projets\DEPPUG\02_Datamarts\partage,,G_INF_DEPPUG,Données Pilotage UGO (PUGPAR),
Accès aux Données Unité de Gestion Opérationnelle,,G_INF_DEPUGO,Données Unité Gestion Opérationnelle (UGODWH),
Accès aux datamarts Calcul des commissions,,G_INF_DFICMS,Calcul des commissions (CMSDTM),
Accès Datamart Intra-Groupe,,G_INF_DFIDIG,Datamart Intra-Groupe (DIGDTM),
Accès au datamart de l'outil de restitution multi normes,,G_INF_DFIORM,Datamart Outil de Restitution Multi Normes (ORM<mmaa>),
Accès aux données du référentiel commun DFI-DSA,,G_INF_DFIREF,Données Référentiel Commun DFI-DSA (REFDFI),
Accès é H:\Infocentre\DIPUGP\01_Datawares,,G_INF_DIPUGP,Infocentre UGP Compagnie (UGPDWH),
"Accès aux résultats des contréles sur les analyses tarifaires A4, NH et SA",,G_INF_DPRCCO,Contréle de cohérence (CCO<aamm>),
Accès Simulateur Diagnostic MP,,G_INF_DPRDMP,Simulateur Diagnostic MP (SAS Guide DPART),
Accès é K:\Projets\DPRDMU\02_Datamarts,,G_INF_DPRDMU,Démutualisation positive (DMU<aamm>),
K:\Projets\DPROAT\02_Datamarts,,G_INF_DPROAT,Infocentre OAT (O<aa>_<mmaa>),
Accès aux données OAT Santé,,G_INF_DPROSA,Données OAT Santé (OSA<aaaa>),
Accès Datamart Economique,,G_INF_DSAECO,Datamart Economique (DMECO),
Accès au datamart de réassurance,,G_INF_DSAREA,Datamart de réassurance (REA<mmaa>),
Accès Assurance Chiffre d'Affaires,,G_INF_DSIACA,Assurance Chiffre d Affaires (ACABDD),
Accès é la table SIN_POUVOIR,,G_INF_DSIALI_SINETU,Données Infocentre SIN (SINETU),
Accès Zone tampon Infocentre,,G_INF_DSIALI_TMP,Zone tampon Infocentre (ALITMP),
Accès aux Données AT Internet,,G_INF_DSIATI,Données AT Internet (ATIDWH),
Accès Extraction Google Analytics,,G_INF_DSIEGA,Extraction Google Analytics (EGDWH),
Accès aux Habilitations Sésame,,G_INF_DSIHAB,Habilitations Sésame (HABDWH),
Accès é \\s00sas010\data$\Projets\DSIMET\02_Datamarts,,G_INF_DSIMET,Infocentre Métrologie (METDTM),
Accès Base SIRENE,,G_INF_DSIOPD_SIRENE,Base SIRENE (SIRENE),
Accès aux données SVP,,G_INF_DSISVP,Datawarehouse SVP (SVPDWH),
Accès aux données envoyées par Prédica,,G_INF_DSIVIE,Données Prédica (VIE<aaaa>),
Accès é H:\Referentiels\_Pglobal,,G_INF_Global,Données générales (REFGLOB),
Accès CRM Dynamics de VIAREN,,G_INF_RENCRM,CRM Dynamics VIAREN (RENINF20),
Accès é H:\Infocentre\RENTCC\01_Datawares,,G_INF_RENTCC,Infocentre Stats Téléphonie VIAREN (RENDWH),
Accès é la base oracle SAPHIR,,G_INF_SAPHIR,Base Saphir,
Accès au datamart de suivi des assures pros,,G_INF_SGLAPR,Observatoire de la Souscription des Marchés Spécialisés (APRDTM),
Accès Intégration OFAC,,G_INF_SGLOFA,Intégration OFAC (OFADWH),
Accès é l'annuaire DSIN,,G_INF_SINANN,Annuaire DSIN (ANNUAIRE),
Accès Lien appels dossiers,,G_INF_SINCTC,Lien appels dossiers (CTCDTM),
Accès é H:\Infocentre\SINCTO\01_Datawares,,G_INF_SINCTO,Infocentre Concerto (CTODWH),
Accès Suivi Statistiques Timeline,,G_INF_SINDAL,Suivi Statistiques Timeline (DALDWH),
Accès é K:\Projets\SINFRP\02_Datamarts,,G_INF_SINFRP,Base Fraude Sinistre (FRPDTM),
Accès é H:\Infocentre\SINGED,,G_INF_SINGED,Infocentre GED (GEDDWH),
Accès é H:\Projets\SINHIS\02_Datamarts,,G_INF_SINHIS,Infocentre Base Histo (HISTO2),
Accès Email DSIN,,G_INF_SINMAI,Email DSIN (MAIDWH),
Accès aux données sur le pilotage des coéts Nemo,,G_INF_SINNPC,Données Pilotage des couts NEMO (NPCDTM),
Outil Process Mining - G_INF_SINOPM_RE7,,G_INF_SINOPM_RE7,Recette Outil Process Mining (OPMDTM),
Accès aux données OAT,,G_INF_SINTEC,Datamart Outil d'Analyse Technique (TECDTM),
Accès é H:\Infocentre\VIACRT,,G_INF_VIACRT,Infocentre Cartographie ViaVita (VIACRT),
Accès é H:\Infocentre\VIAVTL\01_Datawares,,G_INF_VIAVTL,Infocentre Stats Téléphonie VIAVITA (VTLDWV),
,,G_NEMO_GESTIONNAIRE_HORS_PROD_M,NEMO GESTIONNAIRE HORS PROD,
,,G_NEMO_GESTIONNAIRE_PROD_M,NEMO GESTIONNAIRE PROD,
,,G_NEMO_HORS_PROD_L,NEMO LECTEUR HORS PROD,
,,G_NEMO_PROD_L,NEMO LECTEUR PROD,
,,G_NEMO_REFERENT_BI_HORS_PROD_M,NEMO REFERENT BI HORS PROD,
,,G_NEMO_REFERENT_BI_PROD_M,NEMO REFERENT BI PROD,
,,G_OSIRIS_ Coexya_Editique,OSIRIS_Coexya_Editique,
,,G_OSIRIS_APPS_Brainwave,OSIRIS_APPS_Brainwave,
,,G_OSIRIS_APPS_Explorateur,OSIRIS_APPS_Explorateur Fichiers Pacifica,
,,G_OSIRIS_APPS_ServiceNow,OSIRIS_APPS_ServiceNow Portail,
,,G_OSIRIS_APPS_ServiceNow_BO,OSIRIS_APPS_ServiceNow Back Office,
,,G_OSIRIS_Alten_DecisionnelQlickview,OSIRIS_Alten_DecisionnelQlickview,
,,G_OSIRIS_Alten_DecisionnelStandard,OSIRIS_Alten_DecisionnelStandard,
,,G_OSIRIS_Aubay_CDS_SFDI,OSIRIS_Aubay_CDS_SFDI,
,,G_OSIRIS_Aubay_CDS_TRA,OSIRIS_Aubay_CDS_TRA,
,,G_OSIRIS_Brainwave_IAM,OSIRIS_Brainwave_IAM,
,,G_OSIRIS_CAAS_ARCHI,OSIRIS_CAAS_DT_Architecture,
,,G_OSIRIS_CAAS_DT_DF-Webanalyst,OSIRIS_CAAS_DT_DF-Webanalyst,
,,G_OSIRIS_CAAS_DT_DataDommages,OSIRIS_CAAS_DT_DataDommages,
,,G_OSIRIS_CAAS_DT_SPR,OSIRIS_CAAS_DT_SPR,
,,G_OSIRIS_CAAS_DT_SSI,OSIRIS_CAAS_DT_SSI,
,,G_OSIRIS_CAAS_DT_STD,OSIRIS_CAAS_DT_STD,
,,G_OSIRIS_CAAS_DecisionelDommages,OSIRIS_CAAS_DT_DecisionelDommages,
,,G_OSIRIS_CAAS_IA,OSIRIS_CAAS_DT_DATICS-IA,
,,G_OSIRIS_CAAS_RESQ,OSIRIS_CAAS_DT_RESQ,
,,G_OSIRIS_CAAS_SSA,OSIRIS_CAAS_DT_DATICS-SS&A,
,,G_OSIRIS_CAA_MoyensGeneraux,OSIRIS_CAA_MoyensGeneraux,
,,G_OSIRIS_Engage_IAM,OSIRIS_Engage_IAM,
,,G_OSIRIS_Galatee,OSIRIS_EAF_APPS_Galatee,
,,G_OSIRIS_Niji,OSIRIS_Niji,
,,G_OSIRIS_ORACLER12,OSIRIS_EAF_APPS_ORACLER12,
,,G_OSIRIS_PortailQlikview,OSIRIS_EAF_APPS_PortailQlikview,
,,G_OSIRIS_RS2I_GED,OSIRIS_RS2I_GED,
,,G_OSIRIS_RS3C_CAPDEV,OSIRIS_CAAS_DT_RS3C_CAPDEV,
,,G_OSIRIS_RS3C_CAPSTD,OSIRIS_CAAS_DT_RS3C_CAPSTD,
,,G_OSIRIS_Tessi_Editique,OSIRIS_Tessi_Editique,
Accès au portail Stat Consultation - Portail Assurance Commun,,G_Qlik_COMPAC,Stats consultation - Portail Assurance Commun (COMPAC),
Accès au portail CR,,G_Qlik_COMPCR,Partenariat CRCA - Portail CRCA (COMPCR),
Accès au portail Stat Consultation MOCCA,,G_Qlik_COMSCM,Stats consultation MOCCA (COMSCM),
Accès au portail Alertes Météo,,G_Qlik_DAPAME,Alerte Météo (DAPAME),
Accès au portail Box Reflex Conduite,,G_Qlik_DAPBOX,Box Reflex Conduite (DAPBOX),
Accès au portail Portefeuille +,,G_Qlik_DAPOCR,Portefeuille + (DAPOCR),
Accès au portail Pilotage Pole Assistance et Engagements,,G_Qlik_DAPPAE,Tableau de bord PAE (DAPPAE),
Accès au portail QlikView - application Pilotage du portefeuille AA,,G_Qlik_DAPPTF_AA,Pilotage du Portefeuille AA (DAPPTF_AA),
Accès au portail QlikView - application Pilotage du portefeuille MA,,G_Qlik_DAPPTF_MA,Pilotage du Portefeuille MA (DAPPTF_MA),
Accès au portail QlikView - application Pilotage du portefeuille MP,,G_Qlik_DAPPTF_MP,Pilotage du Portefeuille MP (DAPPTF_MP),
Accès é l'application Stats Téléphonie DEP,,G_Qlik_DEPPUG,Stats Téléphonie DEP (DEPPUG),
"Accès é l'application ""OGRE - Réassurance""",,G_Qlik_DFIOGR,OGRE - Réassurance (DFIOGR),
Accès au portail Bloc_Note_Mots_Interdits,,G_Qlik_DGEBLO,Bloc Note Mots Interdits (DGEBLO),
Accès au portail Sinistres collaborateurs,,G_Qlik_DGECOL,Sinistres Collaborateurs (DGECOL),
Accès au portail Suivi des lettres recommandées électroniques,,G_Qlik_DIPLRE,Suivi des lettres recommandées électroniques (DIPLRE),
Accès au portail Statistiques Formulaire de Contact,,G_Qlik_DIPMDR,Statistiques Formulaire de contact (DIPMDR),
Accès au portail Pilotage Back Office,,G_Qlik_DIPPBO,Pilotage Back Office (DIPPBO),
"Accès é l'application QlikView ""Pilotage é chaud de la souscription""",,G_Qlik_DIPPCS,Pilotage é chaud de la souscription (DIPPCS),
Accès au portail Reporting Portail UGP Cie,,G_Qlik_DIPPUC,Reporting Portail UGP Cie (DIPPUC),
"Accès é l'application QlikView ""Suivi des événements de résiliation""",,G_Qlik_DIPRSC,Suivi des événements de résiliation (DIPRSC),
Accès au portail Reporting Editique,,G_Qlik_DIPSTA,Reporting Editique (DIPSTA),
Accès au portail Indicateurs Individuels UGP Cie,,G_Qlik_DIPTPU,Indicateurs Individuels UGP Cie (DIPTPU),
Accès au portail Suivi Action Produit - A2,,G_Qlik_DPRSAP_A2,Suivi Action Produit - A2 (DPRSAP_A2),
Accès au portail Suivi Action Produit - A4,,G_Qlik_DPRSAP_A4,Suivi Action Produit - A4 (DPRSAP_A4),
Accès au portail Suivi Action Produit - AV,,G_Qlik_DPRSAP_AV,Suivi Action Produit - AV (DPRSAP_AV),
Accès au portail Suivi Action Produit - GA,,G_Qlik_DPRSAP_GA,Suivi Action Produit - GA (DPRSAP_GA),
Accès au portail Suivi Action Produit - GAV,,G_Qlik_DPRSAP_GAV,Suivi Action Produit - GAV (DPRSAP_GAV),
Accès au portail Suivi Action Produit - GL,,G_Qlik_DPRSAP_GL,Suivi Action Produit - GL (DPRSAP_GL),
Accès au portail Suivi Action Produit - HA,,G_Qlik_DPRSAP_HA,Suivi Action Produit - HA (DPRSAP_HA),
Accès au portail Suivi Action Produit - MP,,G_Qlik_DPRSAP_MP,Suivi Action Produit - MP (DPRSAP_MP),
Accès au portail Suivi Action Produit - NH,,G_Qlik_DPRSAP_NH,Suivi Action Produit - NH (DPRSAP_NH),
Accès au portail Suivi Action Produit - NO,,G_Qlik_DPRSAP_NO,Suivi Action Produit - NO (DPRSAP_NO),
Accès au portail Suivi Action Produit - PJ,,G_Qlik_DPRSAP_PJ,Suivi Action Produit - PJ (DPRSAP_PJ),
Accès au portail Suivi Action Produit - PL,,G_Qlik_DPRSAP_PL,Suivi Action Produit - PL (DPRSAP_PL),
Accès au portail Suivi Action Produit - S3,,G_Qlik_DPRSAP_S3,Suivi Action Produit - S3 (DPRSAP_S3),
Accès au portail Suivi Action Produit - S4,,G_Qlik_DPRSAP_S4,Suivi Action Produit - S4 (DPRSAP_S4),
Accès au portail Suivi Action Produit - S5,,G_Qlik_DPRSAP_S5,Suivi Action Produit - S5 (DPRSAP_S5),
Accès au portail Suivi Action Produit - S6,,G_Qlik_DPRSAP_S6,Suivi Action Produit - S6 (DPRSAP_S6),
Accès au portail Suivi Action Produit - SA,,G_Qlik_DPRSAP_SA,Suivi Action Produit - SA (DPRSAP_SA),
Accès au portail Suivi Action Produit - SA_AF,,G_Qlik_DPRSAP_SA_AF,Suivi Action Produit - SA_AF (DPRSAP_SA_AF),
Accès au portail Suivi Action Produit - VU,,G_Qlik_DPRSAP_VU,Suivi Action Produit - VU (DPRSAP_VU),
Accès au portail Datamart Economique,,G_Qlik_DSAECO_EXPERT,Reporting DSA Prod - Profil Expert (DSAECO),
Accès au portail Datamart Economique PreProd,,G_Qlik_DSAECO_PREPROD,Reporting DSA PreProd (DSAECO),
Accès au portail Datamart Economique,,G_Qlik_DSAECO_STANDARD,Reporting DSA Prod - Profil Standard (DSAECO),
Accès au portail Etude de terme,,G_Qlik_DSASDT,Etude de terme (DSASDT),
Accès au portail Statistiques 3A,,G_Qlik_DSIAAA,Statistiques 3A (DSIAAA),
Accès au portail Chargement Infocentre,,G_Qlik_DSIALI,Suivi Infocentre (DSIALI),
Accès au portail QlikView - application Tableau de bord DOSIP,,G_Qlik_DSIDIR,Tableaux de Bord DOSIP (DSIDIR),
Accès au portail Suivi Infocentre Editique,,G_Qlik_DSIEDK,Suivi Infocentre Editique (DSIEDK),
Accès au portail Suivi de Production,,G_Qlik_DSIEXP,Suivi de production (DSIEXP),
Accès au portail Pilotage GEX,,G_Qlik_DSIGEX,Pilotage Gestion Externe (DSIGEX),
Accès au portail Habilitations Sésame,,G_Qlik_DSIHAB,Habilitations Sesame (DSIHAB),
Accès au portail QlikView - application Métrologie,,G_Qlik_DSIMET,Métrologie (DSIMET),
Accès au portail Statistiques SEPA,,G_Qlik_DSISEP,Statistiques SEPA (DSISEP),
Accès au portail Suivi de l'activité SVP,,G_Qlik_DSISVP,Suivi de l'activité SVP (DSISVP),
Accès au portail QlikView - application System Monitor,,G_Qlik_DSISYM,Licence Manager (DSISYM),
Accès au portail Infocentre Suivi de la Work,,G_Qlik_DSIWRK,Infocentre - Suivi de la Work et du J (DSIWRK),
