Identifier;Name;Description;ApplicationIdentifier;FunctionalApprover;TechnicalAdmin
GS_POWERBI-NAS-TDB_PCK DSIN_LECT;Accès au répertoire DSIN dans le NAS  de production;Accès au répertoire DSIN pour PowerBI dans le NAS  de production;DSIN - PowerBI;;
GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_READER;Consultation au rapport Piano Analytics (PWBI) en production;Consultation PWBI pour les internes sur le portail PIANO ANALYTICS;Piano Analytics - PowerBI;;
GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_PUBLISHER ;Publication du rapport Piano Analytics;Publication du rapport PIANO ANALYTICS (PWBI) en production;Piano Analytics - PowerBI;;
GS_POWERBI_PROD_TDB_PIANO_ANALYTICS_DEV;Développement du rapport Piano Analytics;Publication du rapport PIANO ANALYTICS (PWBI) en production;Piano Analytics - PowerBI;;
GS_POWERBI_PROD_TDB_REPORTING_DIRECTEUR_READER;Consultation au rapport Reporting Directeur (PWBI) en production;Consultation PWBI pour les internes sur le rapport REPORTING DIRECTEUR;Reporting Directeur - PowerBI;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S12-Encadrement;MyPlace_S12-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S13-Encadrement;MyPlace_S13-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S14-Encadrement;MyPlace_S14-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SE1-Encadrement;MyPlace_SE1-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ1-Encadrement;MyPlace_SJ1-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ2-Encadrement;MyPlace_SJ2-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ3-Encadrement;MyPlace_SJ3-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ4-Encadrement;MyPlace_SJ4-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ5-Encadrement;MyPlace_SJ5-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ6-Encadrement;MyPlace_SJ6-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR1-Encadrement;MyPlace_SR1-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR2-Encadrement;MyPlace_SR2-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S01-Encadrement;MyPlace_S01-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S02-Encadrement;MyPlace_S02-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S03-Encadrement;MyPlace_S03-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S04-Encadrement;MyPlace_S04-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S05-Encadrement;MyPlace_S05-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S06-Encadrement;MyPlace_S06-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S07-Encadrement;MyPlace_S07-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S08-Encadrement;MyPlace_S08-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S09-Encadrement;MyPlace_S09-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S10-Encadrement;MyPlace_S10-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S11-Encadrement;MyPlace_S11-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PG1-Encadrement;MyPlace_PG1-Encadrement;;MyPlace_CAA;;
G_INF_DAPDHD;Données Hermes (DAPDHD);Accès aux données sur les DHD (Dossiers Hors Délégation);Décisionnel - Infocentre;;
G_INF_SGLAPR;Observatoire de la Souscription des Marchés Spécialisés (APRDTM);Accès au datamart de suivi des assures pros;Décisionnel - Infocentre;;
G_INF_SINNPC;Données Pilotage des couts NEMO (NPCDTM);Accès aux données sur le pilotage des coéts Nemo;Décisionnel - Infocentre;;
GS_POWERBI_TDB_DIGITAL;Consultation - Tableau de bord Digital;;Décisionnel - PowerBI;;
G_DEC_SAS_PRD_DSD;Développeur SAS Prod;;DSD SAS;;
G_CustomerRoom-HorsProduction-Utilisateur ;CustomerRoom-HorsProduction-Utilisateur ;;CustomerRoom;;
G_CustomerRoom-HorsProduction-Organisateur;CustomerRoom-HorsProduction-Organisateur;;CustomerRoom;;
G_CustomerRoom-Production-Organisateur;CustomerRoom-Production-Organisateur;;CustomerRoom;;
G_DEC_INFOC_SUIVI_COLLAB_AGENC;Usage DMAP - OSMS é Suivi des anomalies collaborateurs en agence;PCK-RDT-AY;Décisionnel - Infocentre;;
G_DEC_INFOC_TRANS_SUBV_MIN_AGRI;Usage DMAP - Transmission des besoins de subventions au Ministére de l'Agriculture;PCK-RDT-BA;Décisionnel - Infocentre;;
G_DEC_INFOC_SUIV_ACT_COMMER;Usage DCDEV - Suivi de l'activité comemerciale des collaborateurs des Réseaux de distribution;PCK-RDT-AK;Décisionnel - Infocentre;;
G_DEC_INFOC_SUIV_PTF_CLI_DCDEV;Usage DCDEV - Suivi des portefeuilles clients é destination des Caisses régionales;PCK-RDT-CC;Décisionnel - Infocentre;;
G_DEC_INFOC_PIL_PTF_ENTPR;Usage DEP - Pilotage Portefeuille Entreprise;PCK-RDT-BS;Décisionnel - Infocentre;;
G_DEC_INFOC_PIL_PTF_PRO;Usage DEP - Pilotage portefeuille PRO;PCK-RDT-BS;Décisionnel - Infocentre;;
G_DEC_INFOC_SUIV_PTF_CLI_DEP;Usage DEP - Suivi des portefeuilles clients - surveillance du portefeuille;PCK-RDT-CC;Décisionnel - Infocentre;;
G_DEC_INFOC_PROD_DONN_ARRET_COMPT;Usage DFI - Production des données  arrété des comptes;PCK-RDT-BE;Décisionnel - Infocentre;;
G_DEC_INFOC_PROV_RENT_SIN;Usage DFI - Provisionnement des rentes dans le cadre des sinistres;PCK-RDT-BB;Décisionnel - Infocentre;;
G_DEC_INFOC_STAT_RENTES;Usage DFI - Statistiques rentes;PCK-RDT-BD;Décisionnel - Infocentre;;
G_DEC_INFOC_QUAL_SURV_PTF;Usage DMAP - Qualté du portefeuille : Pass surveillance et  portefeuille +;PCK-RDT-AQ;Décisionnel - Infocentre;;
G_DEC_INFOC_MODEL_RENT;Usage DSA - Modéle rentes;PCK-RDT-BJ;Décisionnel - Infocentre;;
G_DEC_INFOC_MODEL_RISQ_BRUT;Usage DSA - Modélisation des risques bruts;PCK-RDT-BO;Décisionnel - Infocentre;;
G_DEC_INFOC_PROD_TDB_MENS_DSA;Usage DSA - Production des tableaux de bords mensuels de la DSA;PCK-RDT-BR;Décisionnel - Infocentre;;
G_DEC_INFOC_Repon_sollic_reglem;Usage DSA - Réponse é des sollicitations réglementaires;PCK-RDT-CG;Décisionnel - Infocentre;;
G_DEC_INFOC_REV_CALC_PROV_TECH;Usage DSA - Revue des calculs sur les provisions techniques;PCK-RDT-BL;Décisionnel - Infocentre;;
G_DEC_INFOC_REV_MOD_TARIF;Usage DSA - Revue des modéles de tarification;PCK-RDT-BP;Décisionnel - Infocentre;;
G_DEC_INFOC_GEST_SIN_MAT;Usage DSIN - Gestion des sinistres - Sinistre matériel;PCK-RDT-C;Décisionnel - Infocentre;;
G_DEC_INFOC_GEST_TOUT_SIN;Usage DSIN - Gestion des sinistres - Tout type de sinistre;PCK-RDT-C;Décisionnel - Infocentre;;
G_DEC_INFOC_pilotage_activ_gest_sin;Usage DSIN - Pilotage de l'activité de gestion des sinistres;PCK-RDT-CE;Décisionnel - Infocentre;;
G_DEC_INFOC_REQ_PROC_JUDIC;Usage PEPC - Requétes effectuées dans le cadre des procédures judiciaires;PCK-RDT-BS;Décisionnel - Infocentre;;
G_DEC_INFOC_prepara_realise_audit;Usage Transformation - Préparation et réalisation d'audit CAA;PCK-RDT-CE;Décisionnel - Infocentre;;
G_DEC_INFOC_Concep_prod_assur_dep;Usage DEP - Conception des produits d'assurance DEP;PCK-RDT-E;Décisionnel - Infocentre;;
G_DEC_INFOC_DECL_ADM_FISC;Usage DFI - Déclaration é l'administration fiscale;PCK-RDT-AI ;Décisionnel - Infocentre;;
G_DEC_INFOC_DIAG_PERFORM;Usage DFI - Diagnostic de performance et la montée en compétence des collaborateurs des réseaux distrib.;PCK-RDT-AV;Décisionnel - Infocentre;;
G_DEC_INFOC_Concep_prod_offres_dpart;Usage DPART - Conception des produits d'assurance offres DPART;PCK-RDT-E;Décisionnel - Infocentre;;
G_DEC_INFOC_CALC_CAPIT_SOLV_REQ;Usage DSA - Calcul du capital solvabilité requis (SCR Pilier 1);PCK-RDT-BM;Décisionnel - Infocentre;;
G_DEC_INFOC_COUVERT_INFLAT;Usage DSA - Couverture inflation;PCK-RDT-BJ;Décisionnel - Infocentre;;
G_DEC_INFOC_ESTIM_USP_SOLVAB;Usage DSA - Estimer les paramétres propres é l'entreprises (USP) pour le calcul réglem. Solvabilité II;PCK-RDT-BN;Décisionnel - Infocentre;;
G_DEC_INFOC_ENQUET_SATISF_SUIT_SIN;Usage DSIN - Enquéte de satisfaction client suite é un sinistre;PCK-RDT-AZ;Décisionnel - Infocentre;;
G_DEC_INFOC_GEST_SIN_CORP;Usage DSIN - Gestion des sinistres - Sinistre corporel;PCK-RDT-C;Décisionnel - Infocentre;;
G_DEC_INFOC_ETUD_PROJ_MOA_30;Usage PEPC - Etudes et projets MOA - Evolution et accompagnement Process 30 ans;PCK-RDT-CA;Décisionnel - Infocentre;;
G_DEC_INFOC_ETUD_PROJ_MOA_5;Usage PEPC - Etudes et projets MOA - Evolution et accompagnement Process 5 ans;PCK-RDT-CA;Décisionnel - Infocentre;;
G_DEC_INFOC_CIB_COMM_10;Usage Transformation -  Ciblage commercial 10 ans;PCK-RDT-G;Décisionnel - Infocentre;;
G_DEC_INFOC_CIB_COMM_5;Usage Transformation - Ciblage commercial 5 ans;PCK-RDT-G;Décisionnel - Infocentre;;
G_DEC_INFOC_DONNEES_ENVIR_RECETTES;Usage Transformation - Mise é disposition des données pseudononymisées dans les environnement des recettes;PCK-RDT-BY;Décisionnel - Infocentre;;
G_DEC_INFOC_ALERT_MET;Usage DMAP - Alerte Météo;PCK-RDT-AU;Décisionnel - Infocentre;;
G_DEC_INFOC_CAL_OUT_PROJ_BUD_AMOD;Usage DSA - Calage de l'outil de projections budgétaires (AMOD);PCK-RDT-BQ;Décisionnel - Infocentre;;
G_Dec_SAS;G_Dec_SAS;;Décisionnel - Infocentre;;
PCKR12_PACIFICA_RESPONSABLE_PARTENARIATS;P_Oracle R12_Comptabilité Pacifica-Production-Responsable PARTENARIATS;Ce profil donne le réle UMX PCKR12_Pacifica_Responsable_PARTENARIATS contenant les responsabilités;Oracle R12;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_SIRCA_Contributeurs;MyPlace_RH_SIRCA_Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-CIRM-Proprietaires;MyPlace_CIRM-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DFI-Encadrement;MyPlace_DFI-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DFI-Proprietaires;MyPlace_DFI-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DGL-Contributeurs;MyPlace_DGL-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DPART-Encadrement;MyPlace_DPART-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DPART-Proprietaires;MyPlace_DPART-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSIN-Contributeurs;MyPlace_DSIN-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-RCP-Encadrement;MyPlace_RCP-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO_RH_PACIFICA_Contributeurs;MyPlace_RH_PACIFICA_Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S02-Proprietaires;MyPlace_S02-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S03-Proprietaires;MyPlace_S03-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S05-Contributeurs;MyPlace_S05-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S06-Proprietaires;MyPlace_S06-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S08-Proprietaires;MyPlace_S08-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S10-Proprietaires;MyPlace_S10-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S11-Proprietaires;MyPlace_S11-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S12-Contributeurs;MyPlace_S12-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S13-Proprietaires;MyPlace_S13-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S14-Contributeurs;MyPlace_S14-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SE1-Contributeurs;MyPlace_SE1-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SGL-Contributeurs;MyPlace_SGL-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ3-Contributeurs;MyPlace_SJ3-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ3-Proprietaires;MyPlace_SJ3-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ6-Proprietaires;MyPlace_SJ6-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR1-Contributeurs;MyPlace_SR1-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Proprietaires;MyPlace_VRN-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ1-Proprietaires;MyPlace_SJ1-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ2-Contributeurs;MyPlace_SJ2-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ5-Proprietaires;MyPlace_SJ5-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR2-Proprietaires;MyPlace_SR2-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Encadrement;MyPlace_VRN-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-CIRM-Encadrement;MyPlace_CIRM-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DCDEV-Contributeurs;MyPlace_DCDEV-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DDP-Encadrement;MyPlace_DDP-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DDP-Proprietaires;MyPlace_DDP-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DEP-Contributeurs;MyPlace_DEP-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DMAP-Encadrement;MyPlace_DMAP-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DMAP-Proprietaires;MyPlace_DMAP-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSA-Contributeurs;MyPlace_DSA-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PG1-Contributeurs;MyPlace_PG1-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PID-Contributeurs;MyPlace_PID-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S01-Contributeurs;MyPlace_S01-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S04-Contributeurs;MyPlace_S04-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S07-Contributeurs;MyPlace_S07-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S08-Contributeurs;MyPlace_S08-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S09-Contributeurs;MyPlace_S09-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S09-Proprietaires;MyPlace_S09-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DFI-Contributeurs;MyPlace_DFI-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSIN-Encadrement;MyPlace_DSIN-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSIN-Proprietaires;MyPlace_DSIN-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-RCP-Contributeurs;MyPlace_RCP-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S01-Proprietaires;MyPlace_S01-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S02-Contributeurs;MyPlace_S02-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S03-Contributeurs;MyPlace_S03-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S05-Proprietaires;MyPlace_S05-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S06-Contributeurs;MyPlace_S06-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S11-Contributeurs;MyPlace_S11-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S12-Proprietaires;MyPlace_S12-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S13-Contributeurs;MyPlace_S13-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S14-Proprietaires;MyPlace_S14-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SE1-Proprietaires;MyPlace_SE1-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SGL-Encadrement;MyPlace_SGL-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SGL-Proprietaires;MyPlace_SGL-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ2-Proprietaires;MyPlace_SJ2-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ4-Contributeurs;MyPlace_SJ4-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ6-Contributeurs;MyPlace_SJ6-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR1-Proprietaires;MyPlace_SR1-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ1-Contributeurs;MyPlace_SJ1-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ4-Proprietaires;MyPlace_SJ4-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ5-Contributeurs;MyPlace_SJ5-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR2-Contributeurs;MyPlace_SR2-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Contributeurs;MyPlace_VRN-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-CIRM-Contributeurs;MyPlace_CIRM-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DCDEV-Encadrement;MyPlace_DCDEV-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DCDEV-Proprietaires;MyPlace_DCDEV-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DDP-Contributeurs;MyPlace_DDP-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DEP-Encadrement;MyPlace_DEP-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DEP-Proprietaires;MyPlace_DEP-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DGL-Encadrement;MyPlace_DGL-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DGL-Proprietaires;MyPlace_DGL-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DMAP-Contributeurs;MyPlace_DMAP-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DPART-Contributeurs;MyPlace_DPART-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSA-Encadrement;MyPlace_DSA-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSA-Proprietaires;MyPlace_DSA-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PG1-Proprietaires;MyPlace_PG1-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PID-Encadrement;MyPlace_PID-Encadrement;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-PID-Proprietaires;MyPlace_PID-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-RCP-Proprietaires;MyPlace_RCP-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S04-Proprietaires;MyPlace_S04-Propriétaires;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-S10-Contributeurs;MyPlace_S10-Contributeurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DGL-Visiteurs;MyPlace_DGL-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DFI-Visiteurs;MyPlace_DFI-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-RCP-Visiteurs;MyPlace_RCP-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SGL-Visiteurs;MyPlace_SGL-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SJ2-Visiteurs;MyPlace_SJ2-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-SR1-Visiteurs;MyPlace_SR1-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-VRN-Visiteurs;MyPlace_VRN-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-CIRM-Visiteurs;MyPlace_CIRM-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DCDEV-Visiteurs;MyPlace_DCDEV-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DDP-Visiteurs;MyPlace_DDP-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DEP-Visiteurs;MyPlace_DEP-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DMAP-Visiteurs;MyPlace_DMAP-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DPART-Visiteurs;MyPlace_DPART-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSA-Visiteurs;MyPlace_DSA-Visiteurs;;MyPlace_CAA;;
GS_A_CA-PACIFICA_PACIFICA_PRD-SPO-DSIN-Visiteurs;MyPlace_DSIN-Visiteurs;;MyPlace_CAA;;
